name,ticker,market,sector
Rudra Global Infra Products Ltd.,RUDRA,BSE,Non-energy minerals
Rudra Ecovation Limited,RUDRAECO,BSE,Process industries
Rudra Gas Enterprise Ltd.,RUDRAGAS,BSE,Utilities
Rulka Electricals Ltd,RULKA,NSE,Industrial services
Rungta Irrigation Ltd,RUNGTAIR,BSE,Producer manufacturing
Rupa & Co. Ltd.,RUPA,NSE,Consumer non-durables
Rushil Decor Ltd.,RUSHIL,NSE,Non-energy minerals
Keystone Realtors Ltd.,RUSTOMJEE,NSE,Finance
Ravinder Heights Ltd,RVHL,NSE,Consumer durables
Rail Vikas Nigam Ltd.,RVNL,NSE,Industrial services
Revathi Equipment India Ltd.,RVTH,NSE,Industrial services
S&S Power Switchgear Ltd.,S&SPOWER,NSE,Producer manufacturing
Saakshi Medtech and Panels Limited,SAAKSHI,NSE,Producer manufacturing
SAB Industries Ltd.,SAB,BSE,Industrial services
Sabar Flex India Ltd.,SABAR,NSE,Process industries
SAB Events & Governance Now Media Ltd.,SABEVENTS,NSE,Technology services
Saboo Sodium Chloro Limited,SABOOSOD,BSE,Process industries
Sri Adhikari Brothers Television Network Limited,SABTNL,NSE,Consumer services
Sacheerome Limited,SACHEEROME,NSE,Consumer non-durables
Sacheta Metals Ltd,SACHEMT,BSE,Consumer durables
Sadbhav Engineering Limited,SADBHAV,NSE,Industrial services
Sadbhav Infrastructure Project Ltd.,SADBHIN,NSE,Transportation
Sadhav Shipping Ltd.,SADHAV,NSE,Transportation
Sadhana Nitro Chem Limited,SADHNANIQ,NSE,Process industries
South Asian Enterprises Limited,SAENTER,BSE,Distribution services
Safari Industries (India) Limited,SAFARI,NSE,Consumer durables
Sodhani Academy of Fintech Enablers Limited,SAFE,BSE,Technology services
Safe Enterprises Retail Fixtures Ltd.,SAFEENTP,NSE,Producer manufacturing
Saffron Industries Limited,SAFFRON,BSE,Finance
Sagardeep Alloys Ltd.,SAGARDEEP,NSE,Non-energy minerals
Sagarsoft (India) Ltd.,SAGARSOFT,BSE,Technology services
Sagar Cements Ltd,SAGCEM,NSE,Non-energy minerals
Sagility Limited,SAGILITY,NSE,Commercial services
Sahaj Solar Limited,SAHAJSOLAR,NSE,Electronic technology
Sahana System Limited,SAHANA,NSE,Technology services
Sahara Housingfina Corporation Limited,SAHARAHOUS,BSE,Finance
Sahasra Electronic Solutions Limited,SAHASRA,NSE,Electronic technology
Shalibhadra Finance Limited,SAHLIBHFI,BSE,Finance
Sahyadri Industries Limited.,SAHYADRI,NSE,Non-energy minerals
Sai Swami Metals and Alloys Limited,SAI,BSE,Distribution services
Sai Capital Ltd.,SAICAPI,BSE,Finance
Saianand Commercial Ltd,SAICOM,BSE,Distribution services
Sameera Agro and Infra Limited,SAIFL,NSE,Finance
Steel Authority of India Limited,SAIL,NSE,Non-energy minerals
Sailani Tours N Travels Ltd.,SAILANI,BSE,Consumer services
SAI Life Sciences Ltd.,SAILIFE,NSE,Commercial services
Sainik Finance & Industries Limited,SAINIK,BSE,Finance
Saj Hotels Limited,SAJHOTELS,NSE,Consumer services
Sakar Healthcare Ltd,SAKAR,NSE,Health technology
Sakthi Sugars Limited,SAKHTISUG,NSE,Process industries
Saksoft Limited,SAKSOFT,NSE,Technology services
Sakthi Finance Limited,SAKTHIFIN,BSE,Finance
Sakuma Exports Limited,SAKUMA,NSE,Distribution services
Salasar Techno Engineering Ltd.,SALASAR,NSE,Producer manufacturing
SAL Automotive Ltd.,SALAUTO,BSE,Producer manufacturing
Salem Erode Investments Ltd.,SALEM,BSE,Finance
Salguti Industries Ltd,SALGUTI,BSE,Process industries
Salona Cotspin Limited,SALONA,NSE,Process industries
Salora International Limited,SALORAINTL,BSE,Electronic technology
S.A.L. Steel Ltd.,SALSTEEL,NSE,Non-energy minerals
Salzer Electronics Limited,SALZERELEC,NSE,Producer manufacturing
Samay Project Services Limited,SAMAY,NSE,Industrial services
Sambandam Spinning Mills Limited,SAMBANDAM,BSE,Process industries
Sambhaav Media Limited,SAMBHAAV,NSE,Consumer services
Sambhv Steel Tubes Limited,SAMBHV,NSE,Non-energy minerals
Samhi Hotels Limited,SAMHI,NSE,Consumer services
Sam Industries Limited,SAMINDUS,BSE,Finance
Samkrg Pistons & Rings Ltd.,SAMKRG,BSE,Producer manufacturing
Sammaan Capital Ltd,SAMMAANCAP,NSE,Finance
Samor Reality Limited,SAMOR,BSE,Distribution services
Sampann Utpadan India Ltd,SAMPANN,NSE,Producer manufacturing
Sampre Nutritions Limited,SAMPRE,BSE,Consumer non-durables
Samrat Forgings Limited,SAMRATFORG,BSE,Producer manufacturing
Samrat Pharmachem Limited,SAMRATPH,BSE,Process industries
Samsrita Labs Limited,SAMSRITA,BSE,Health technology
Samtex Fashions Limited,SAMTEX,BSE,Process industries
Samyak International Limited,SAMYAKINT,BSE,Process industries
Sanathan Textiles Limited,SANATHAN,NSE,Process industries
Sanblue Corporation Limited,SANBLUE,BSE,Distribution services
Sanchay Finvest Ltd,SANCF,BSE,Finance
Sanco Industries Ltd,SANCO,NSE,Producer manufacturing
Sancode Technologies Limited,SANCODE,BSE,Technology services
Sanco Trans Limited,SANCTRN,BSE,Transportation
Sandesh Limited,SANDESH,NSE,Consumer services
Sandhar Technologies Ltd.,SANDHAR,NSE,Consumer durables
Sandur Manganese & Iron Ores Ltd,SANDUMA,NSE,Non-energy minerals
Sandu Pharmaceuticals Limited,SANDUPHQ,BSE,Health technology
Sangam Finserv Ltd,SANGAMFIN,BSE,Finance
Sangam (India) Limited,SANGAMIND,NSE,Process industries
Sangani Hospital Ltd.,SANGANI,NSE,Health services
Sanghi Industries Limited,SANGHIIND,NSE,Non-energy minerals
Sanghvi Movers Limited,SANGHVIMOV,NSE,Finance
Sanginita Chemicals Ltd.,SANGINITA,NSE,Process industries
Sanmit Infra Limited,SANINFRA,BSE,Distribution services
Sanjivani Paranteral Ltd.,SANJIVIN,BSE,Health technology
Sanofi India Limited,SANOFI,NSE,Health technology
Sanofi Consumer Healthcare India Limited,SANOFICONR,NSE,Health technology
Sangal Papers Limited,SANPA,BSE,Process industries
Sansera Engineering Limited,SANSERA,NSE,Producer manufacturing
Sanstar Limited,SANSTAR,BSE,Consumer non-durables
Sanrhea Technical Textiles Ltd.,SANTETX,BSE,Process industries
Santosh Fine-Fab Ltd.,SANTOSHF,BSE,Process industries
Sanwaria Consumer Ltd,SANWARIA,NSE,Process industries
SAR Auto Products Ltd,SAPL,BSE,Producer manufacturing
Sapphire Foods India Ltd.,SAPPHIRE,NSE,Consumer services
Shree Ajit Pulp And Paper Ltd,SAPPL,BSE,Process industries
Sarda Energy & Minerals Limited,SARDAEN,NSE,Non-energy minerals
Saregama India Limited,SAREGAMA,NSE,Consumer services
Sarla Performance Fibers Limited,SARLAPOLY,NSE,Process industries
Saroja Pharma Industries India Ltd.,SAROJA,NSE,Distribution services
SAR Televenture Limited,SARTELE,NSE,Finance
Sarthak Global Ltd.,SARTHAKGL,BSE,Finance
Sarthak Industries Limited,SARTHAKIND,BSE,Producer manufacturing
Sarup Industries Limited,SARUPINDUS,BSE,Consumer non-durables
Sarveshwar Foods Ltd.,SARVESHWAR,NSE,Process industries
Sarvottam Finvest Ltd,SARVOTTAM,BSE,Finance
Sashwat Technocrats Ltd.,SASHWAT,BSE,Finance
Sasken Technologies Ltd,SASKEN,NSE,Technology services
Sastasundar Ventures Limited,SASTASUNDR,NSE,Retail trade
Satiate Agri Ltd,SATAGRI,BSE,Distribution services
Satchmo Holdings Limited,SATCH,BSE,Consumer durables
S A Tech Software India Ltd.,SATECH,NSE,Technology services
Satia Industries Ltd,SATIA,NSE,Process industries
Satin Creditcare Network Ltd,SATIN,NSE,Finance
Sati Poly Plast Ltd.,SATIPOLY,NSE,Process industries
Sat Kartar Shopping Ltd,SATKARTAR,NSE,Health technology
Sattrix Information Security Limited,SATTRIX,BSE,Technology services
Sattva Engineering Construction Limited,SATTVAENGG,NSE,Industrial services
Sattva Sukun Lifecare Ltd,SATTVASUKU,BSE,Producer manufacturing
Saumya Consultants Limited,SAUMYA,BSE,Finance
Saurashtra Cement Limited,SAURASHCEM,NSE,Non-energy minerals
Savera Industries Limited,SAVERA,BSE,Consumer services
Savani Financials Ltd,SAVFI,BSE,Finance
Savy Infra and Logistics Limited,SAVY,NSE,Industrial services
Sawaca Enterprises Ltd,SAWACA,BSE,Technology services
Sawaliya Food Products Limited,SAWALIYA,NSE,Consumer non-durables
Sayaji Hotels Limited,SAYAJIHOTL,BSE,Consumer services
Sayaji Industries Limited,SAYAJIIND,BSE,Process industries
SBC Exports Ltd.,SBC,NSE,Distribution services
Shivalik Bimetal Controls Ltd,SBCL,NSE,Non-energy minerals
SBEC Sugar Limited,SBECSUG,BSE,Process industries
SBEC Systems (India) Ltd,SBECSYS,BSE,Commercial services
SBFC Finance Limited,SBFC,NSE,Finance
Shree Bhavya Fabrics Limited,SBFL,BSE,Process industries
Suratwwala Business Group Ltd,SBGLP,NSE,Finance
SBI Cards & Payment Services Ltd,SBICARD,NSE,Finance
SBI Life Insurance Co. Ltd.,SBILIFE,NSE,Finance
State Bank of India,SBIN,NSE,Finance
Shivamshree Businesses Ltd.,SBL,BSE,Process industries
SBL Infratech Limited,SBLI,BSE,Finance
Sanghvi Brands Ltd.,SBRANDS,BSE,Consumer services
Shri Balaji Valve Components Limited,SBVCL,BSE,Producer manufacturing
SC Agrotech Ltd.,SCAGRO,BSE,Consumer non-durables
Scan Projects Ltd.,SCANPRO,BSE,Industrial services
Scan Steels Ltd,SCANSTL,BSE,Non-energy minerals
Scarnose International Ltd.,SCARNOSE,BSE,Consumer non-durables
Saptak Chem & Business Ltd.,SCBL,BSE,Non-energy minerals
Scintilla Commercial & Credit Ltd,SCC,BSE,Finance
Schaeffler India Ltd,SCHAEFFLER,NSE,Producer manufacturing
S Chand And Company Limited,SCHAND,NSE,Consumer services
Schneider Electric Infrastructure Limited,SCHNEIDER,NSE,Distribution services
Shipping Corporation of India Limited,SCI,NSE,Transportation
Shipping Corporation of India Land and Assets Limited,SCILAL,NSE,Miscellaneous
Sunshine Capital Ltd.,SCL,BSE,Finance
Sharp Chucks & Machines Ltd.,SCML,NSE,Producer manufacturing
Scoda Tubes Ltd.,SCODATUBES,NSE,Non-energy minerals
Scoobee Day Garments (India) Limited,SCOOBEEDAY,BSE,Consumer non-durables
Sheetal Cool Products Ltd.,SCPL,NSE,Consumer non-durables
Suncare Traders Ltd.,SCTL,BSE,Non-energy minerals
Som Distilleries & Breweries Ltd.,SDBL,NSE,Consumer non-durables
SDC Techmedia Limited,SDC,BSE,Consumer services
Span Divergent Ltd,SDL,BSE,Health technology
S D Retail Limited,SDREAMS,NSE,Consumer non-durables
Seacoast Shipping Services Ltd.,SEACOAST,BSE,Transportation
Sealmatic India Ltd.,SEALMATIC,BSE,Producer manufacturing
SEAMEC Limited,SEAMECLTD,NSE,Industrial services
Seasons Textiles Limited,SEASONST,BSE,Consumer durables
Sea Tv Network Limited,SEATV,BSE,Consumer services
SecMark Consultancy Ltd.,SECMARK,NSE,Technology services
SecureKloud Technologies Limited,SECURKLOUD,NSE,Technology services
Shanti Educational Initiatives Ltd.,SEIL,BSE,Commercial services
Sejal Glass Limited,SEJALLTD,NSE,Process industries
Saint-Gobain Sekurit India Ltd.,SEKURITIND,BSE,Consumer durables
Sungarner Energies Limited,SEL,NSE,Electronic technology
Sanathnagar Enterprises Ltd,SEL,BSE,Finance
Selan Exploration Technology Limited,SELAN,NSE,Energy minerals
Sellowrap Industries Limited,SELLOWRAP,NSE,Producer manufacturing
Sellwin Traders Ltd.,SELLWIN,BSE,Finance
SEL Manufacturing Co. Ltd.,SELMC,NSE,Process industries
Semac Construction Limited,SEMAC,NSE,Producer manufacturing
Sunrise Efficient Marketing Ltd.,SEML,BSE,Distribution services
Senco Gold Limited,SENCO,NSE,Consumer durables
Senthil Infotek Ltd,SENINFO,BSE,Technology services
Senores Pharmaceuticals Ltd.,SENORES,NSE,Health technology
SEPC Limited,SEPC,NSE,Industrial services
Sequent Scientific Limited,SEQUENT,NSE,Health technology
Sera Investments and Finance India Ltd.,SERA,BSE,Non-energy minerals
SER Industries Limited,SERIND,BSE,Transportation
Service Care Limited,SERVICE,NSE,Commercial services
Servotech Renewable Power System Ltd,SERVOTECH,NSE,Producer manufacturing
Seshasayee Paper & Boards Ltd.,SESHAPAPER,NSE,Process industries
Setco Automotive Limited,SETCO,NSE,Producer manufacturing
Setubandhan Infrastructure Ltd,SETUINFRA,NSE,Industrial services
Seven Hill Industries Ltd.,SEVENHILL,BSE,Finance
Supertech EV Ltd.,SEVL,BSE,Consumer durables
Seya Industries Ltd.,SEYAIND,NSE,Process industries
Sheela Foam Ltd.,SFL,NSE,Process industries
Supreme Facility Management Limited,SFML,NSE,Commercial services
Square Four Projects India Limited,SFPIL,BSE,Finance
Shashwat Furnishing Solutions Ltd.,SFSL,BSE,Producer manufacturing
SG Finserve Limited,SGFIN,NSE,Finance
Suyog Gurbaxani Funicular Ropeways Limited,SGFRL,BSE,Industrial services
Synergy Green Industries Ltd.,SGIL,NSE,Non-energy minerals
STL Global Limited,SGL,NSE,Process industries
SGL Resources Ltd,SGLRES,BSE,Technology services
Standard Glass Lining Technology Ltd.,SGLTL,NSE,Health technology
SG Mart Ltd,SGMART,NSE,Utilities
SGN Telecoms Ltd.,SGNTE,BSE,Producer manufacturing
Shree Ganesh Remedies Ltd.,SGRL,BSE,Health technology
Shah Metacorp Ltd,SHAH,NSE,Non-energy minerals
Shah Alloys Limited,SHAHALLOYS,NSE,Non-energy minerals
Shah Foods Limited,SHAHFOOD,BSE,Consumer non-durables
Shahi Shipping Ltd,SHAHISHIP,BSE,Transportation
Shahlon Silk Industries Ltd,SHAHLON,BSE,Process industries
Shaily Engineering Plastics Limited,SHAILY,NSE,Process industries
Shakti Press Ltd.,SHAKTIPR,BSE,Commercial services
Shakti Pumps (India) Limited,SHAKTIPUMP,NSE,Producer manufacturing
Shalby Ltd.,SHALBY,NSE,Health services
Shalimar Wires Industries Limited,SHALIWIR,BSE,Process industries
Shalimar Paints Ltd,SHALPAINTS,NSE,Process industries
Shalimar Productions Limited,SHALPRO,BSE,Consumer services
Shamrock Industrial Co. Ltd.,SHAMROIN,BSE,Health technology
Shangar Decor Ltd.,SHANGAR,BSE,Commercial services
Shankara Building Products Ltd.,SHANKARA,NSE,Retail trade
Shanmuga Hospital Limited,SHANMUGA,BSE,Health services
Shantai Industries Ltd.,SHANTAI,BSE,Process industries
Shanthala FMCG Products Ltd.,SHANTHALA,NSE,Distribution services
Shanti Overseas (India) Ltd.,SHANTI,NSE,Process industries
Shanti Spintex Ltd.,SHANTIDENM,BSE,Process industries
Shanthi Gears Limited,SHANTIGEAR,NSE,Producer manufacturing
Shanti Gold International Limited,SHANTIGOLD,NSE,Consumer durables
Shanti Guru Industries Limited,SHANTIGURU,BSE,Retail trade
52 Weeks Entertainment Ltd.,SHAQUAK,BSE,Distribution services
Sharda Cropchem Ltd.,SHARDACROP,NSE,Distribution services
Sharda Motor Industries Ltd.,SHARDAMOTR,NSE,Producer manufacturing
Shardul Securities Limited,SHARDUL,BSE,Finance
Share India Securities Ltd,SHAREINDIA,NSE,Finance
Sharika Enterprises Ltd.,SHARIKA,BSE,Commercial services
Sharma East India Hospitals & Medical Research Ltd,SHARMEH,BSE,Health services
Sharp India Limited,SHARP,BSE,Consumer durables
Sharp Investments Ltd,SHARPINV,BSE,Finance
Sharpline Broadcast Limited,SHARPLINE,BSE,Consumer services
Sharvaya Metals Limited,SHARVAYA,BSE,Non-energy minerals
Shashijit Infraprojects Ltd.,SHASHIJIT,BSE,Industrial services
Narmada Gelatines Limited,SHAWGELTIN,BSE,Consumer non-durables
Shri Bajrang Alliance Limited,SHBAJRG,BSE,Non-energy minerals
Sheetal Universal Ltd.,SHEETAL,NSE,Consumer non-durables
Shekhawati Industries Limited,SHEKHAWATI,NSE,Process industries
Shelter Pharma Ltd.,SHELTER,BSE,Health technology
Shemaroo Entertainment Ltd.,SHEMAROO,NSE,Consumer services
Shera Energy Limited,SHERA,NSE,Producer manufacturing
Shervani Industrial Syndicate Limited,SHERVANI,BSE,Finance
Sheshadri Industries Ltd,SHESHAINDS,BSE,Process industries
Shetron Limited,SHETR,BSE,Process industries
Shree Ganesh Elastoplast Ltd,SHGANEL,BSE,Producer manufacturing
Shree Hari Chemicals Export Limited,SHHARICH,BSE,Process industries
Shigan Quantum Technologies Ltd.,SHIGAN,NSE,Electronic technology
Shikhar Consultants Ltd,SHIKHAR,BSE,Finance
Shilchar Technologies Limited,SHILCTECH,BSE,Producer manufacturing
Shilp Gravures Limited,SHILGRAVQ,BSE,Producer manufacturing
Sayaji Hotels (Indore) Limited,SHILINDORE,BSE,Consumer services
Shilpa Medicare Limited,SHILPAMED,NSE,Health technology
Sharat Industries Ltd,SHINDL,BSE,Process industries
Shine Fashions India Ltd,SHINEFASH,BSE,Process industries
Shish Industries Ltd.,SHISHIND,BSE,Producer manufacturing
Shivansh Finserve Ltd.,SHIVA,BSE,Commercial services
Shiva Global Agro Industries Limited,SHIVAAGRO,BSE,Process industries
Shiva Cement Ltd,SHIVACEM,BSE,Non-energy minerals
Shiva Granito Export Ltd,SHIVAEXPO,BSE,Non-energy minerals
Shivagrico Implements Limited,SHIVAGR,BSE,Producer manufacturing
Shivalik Rasayan Ltd,SHIVALIK,NSE,Process industries
Shivam Chemicals Limited,SHIVAM,BSE,Non-energy minerals
Shivam Autotech Limited,SHIVAMAUTO,NSE,Producer manufacturing
Shiva Mills Ltd.,SHIVAMILLS,NSE,Process industries
Shivashrit Foods Limited,SHIVASHRIT,NSE,Consumer non-durables
Shiva Texyarn Limited,SHIVATEX,NSE,Process industries
Shiv Aum Steels Ltd.,SHIVAUM,NSE,Producer manufacturing
Shiv Texchem Limited,SHIVTEXCHEM,BSE,Distribution services
S H Kelkar and Company Ltd,SHK,NSE,Process industries
Shree Karthik Papers Ltd.,SHKARTP,BSE,Process industries
Shri Hare-Krishna Sponge Iron Limited,SHKSIL,NSE,Non-energy minerals
Shoora Designs Ltd.,SHOORA,BSE,Consumer durables
Shoppers Stop Limited,SHOPERSTOP,NSE,Retail trade
Sayaji Hotels (Pune) Limited,SHPLPUNE,BSE,Consumer services
Shradha AI Technologies Ltd,SHRAAITECH,BSE,Distribution services
Shraddha Prime Projects Limited,SHRADDHA,BSE,Electronic technology
Shradha Infraprojects Ltd.,SHRADHA,NSE,Industrial services
Shri Rajivlochan Oil Extraction Ltd,SHRAJOI,BSE,Energy minerals
Shree Rajasthan Syntex Ltd,SHRAJSYNQ,BSE,Process industries
Sharda Ispat Ltd.,SHRDAIS,BSE,Non-energy minerals
Shree Digvijay Cement Co. Ltd.,SHREDIGCEM,NSE,Non-energy minerals
Shree Marutinandan Tubes Ltd.,SHREE,BSE,Distribution services
Shree Cement Limited,SHREECEM,NSE,Non-energy minerals
Shree Ganesh Biotech (India) Ltd.,SHREEGANES,BSE,Process industries
Shreeji Shipping Global Limited,SHREEJISPG,NSE,Transportation
Shree Karni Fabcom Limited,SHREEKARNI,NSE,Process industries
Shreenath Paper Products Limited,SHREENATH,BSE,Transportation
Shree OSFM E-Mobility Limited,SHREEOSFM,NSE,Transportation
Shree Pacetronix Limited,SHREEPAC,BSE,Health technology
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK,NSE,Process industries
Shree Rama Multi-Tech Limited,SHREERAMA,NSE,Process industries
Shree Refrigerations Limited,SHREEREF,BSE,Producer manufacturing
Shree Securities Limited,SHREESEC,BSE,Finance
Shreeshay Engineers Ltd.,SHREESHAY,BSE,Industrial services
Shree Metalloys Limited,SHREMETAL,BSE,Producer manufacturing
Shrenik Limited,SHRENIK,NSE,Distribution services
Shreyans Industries Limited,SHREYANIND,NSE,Process industries
Shreyas Intermediates Limited,SHREYASI,BSE,Process industries
Shri Ahimsa Naturals Limited,SHRIAHIMSA,NSE,Health technology
Shricon Industries Limited,SHRICON,BSE,Industrial services
Shri Dinesh Mills Limited,SHRIDINE,BSE,Process industries
Shri Gang Industries and Allied Products Ltd,SHRIGANG,BSE,Consumer non-durables
Shri Krishna Devcon Limited,SHRIKRISH,BSE,Finance
Shringar House Of Mangalsutra Limited,SHRINGARMS,NSE,Consumer durables
Shriram Pistons & Rings Ltd.,SHRIPISTON,NSE,Producer manufacturing
Shriram Finance Limited,SHRIRAMFIN,NSE,Finance
Shriram Properties Ltd.,SHRIRAMPPS,NSE,Finance
Shristi Infrastructure Development Corporation Limited,SHRISTI,BSE,Consumer durables
Shri Techtex Limited,SHRITECH,NSE,Process industries
Shri Jagdamba Polymers Ltd.,SHRJAGP,BSE,Process industries
Shree Manufacturing Co. Ltd.,SHRMFGC,BSE,Process industries
Shrydus Industries Ltd,SHRYDUS,BSE,Finance
Shubham Polyspin Ltd.,SHUBHAM,BSE,Process industries
Shubhlaxmi Jewel Art Ltd.,SHUBHLAXMI,NSE,Consumer durables
Shubhshree Biofuels Energy Ltd.,SHUBHSHREE,NSE,Process industries
Shukra Jewellery Limited,SHUKJEW,BSE,Finance
Shukra Pharmaceuticals Ltd.,SHUKRAPHAR,BSE,Health technology
Shreevatsaa Finance & Leasing Ltd.,SHVFL,BSE,Finance
Shyama Computronics & Services Ltd,SHYAMACOMP,BSE,Finance
Shyam Century Ferrous Ltd.,SHYAMCENT,NSE,Non-energy minerals
Shyam Metalics & Energy Ltd.,SHYAMMETL,NSE,Producer manufacturing
Shyam Telecom Limited,SHYAMTEL,NSE,Electronic technology
Shyamkamal Investments Ltd.,SHYMINV,BSE,Finance
Sibar Auto Parts Ltd,SIBARAUT,BSE,Distribution services
Sicagen India Limited,SICAGEN,BSE,Distribution services
Sical Logistics Limited.,SICALLOG,NSE,Transportation
SI Capital & Financial Services Ltd.,SICAPIT,BSE,Finance
Suvidha Infraestate Corporation Limited,SICL,BSE,Finance
Siddha Ventures Limited,SIDDHA,BSE,Finance
Siddheswari Garments Ltd,SIDDHEGA,BSE,Consumer non-durables
Siddhika Coatings Limited,SIDDHIKA,NSE,Industrial services
Superior Industrial Enterprises Limited,SIEL,BSE,Process industries
Siemens Limited,SIEMENS,NSE,Producer manufacturing
Sigachi Industries Limited,SIGACHI,NSE,Health technology
Signet Industries Limited,SIGIND,NSE,Process industries
Sigma Solve Ltd,SIGMA,NSE,Technology services
Signatureglobal (India) Limited,SIGNATURE,NSE,Finance
Signoria Creation Limited,SIGNORIA,NSE,Consumer non-durables
Signpost India Limited,SIGNPOST,NSE,Commercial services
Sabrimala Industries India Ltd.,SIIL,BSE,Finance
Sika Interplant Systems Limited,SIKA,BSE,Electronic technology
Sikko Industries Ltd.,SIKKO,NSE,Process industries
Sikozy Realtors Limited,SIKOZY,BSE,Finance
Standard Industries Limited,SIL,NSE,Process industries
Silgo Retail Ltd,SILGO,NSE,Consumer durables
SIL Investments Limited,SILINV,NSE,Finance
Silkflex Polymers (India) Ltd.,SILKFLEX,NSE,Distribution services
Silky Overseas Ltd.,SILKY,NSE,Process industries
Silly Monks Entertainment Ltd.,SILLYMONKS,NSE,Consumer services
Silverline Technologies Limited,SILVERLINE,BSE,Technology services
Silver Oak Commercial Ltd.,SILVERO,BSE,Distribution services
Silver Touch Technologies Ltd.,SILVERTUC,NSE,Technology services
Silver Oak (India) Limited,SILVOAK,BSE,Consumer non-durables
Simbhaoli Sugars Ltd,SIMBHALS,NSE,Process industries
Simmonds Marshall Limited,SIMMOND,BSE,Producer manufacturing
Simplex Castings Limited,SIMPLEXCAS,BSE,Producer manufacturing
Simplex Infrastructures Limited,SIMPLEXINF,NSE,Industrial services
Simplex Papers Limited,SIMPLXPAP,BSE,Distribution services
Simplex Realty Limited,SIMPLXREA,BSE,Consumer durables
Simran Farms Limited,SIMRAN,BSE,Process industries
Sinclairs Hotels Limited,SINCLAIR,NSE,Consumer services
Sindhu Trade Links Ltd.,SINDHUTRAD,NSE,Transportation
Singer India Limited,SINGER,BSE,Consumer durables
Sintercom India Ltd.,SINTERCOM,NSE,Producer manufacturing
Shelter Infra Projects Limited,SIPL,BSE,Industrial services
Sharanam Infraproject and Trading Ltd,SIPTL,BSE,Retail trade
Sirca Paints India Ltd.,SIRCA,NSE,Process industries
Sirohia & Sons Ltd,SIROHIA,BSE,Distribution services
SIS Limited,SIS,NSE,Commercial services
Shantidoot Infra Service Limited,SISL,BSE,Consumer durables
Sita Enterprises Limited,SITAENT,BSE,Finance
Siti Networks Limited,SITINET,NSE,Consumer services
Siyaram Recycling Industries Ltd.,SIYARAM,BSE,Non-energy minerals
Siyaram Silk Mills Limited,SIYSIL,NSE,Process industries
Sizemasters Technology Limited,SIZEMASTER,BSE,Producer manufacturing
S J Logistics (India) Limited,SJLOGISTIC,NSE,Transportation
S.J.S. Enterprises Limited,SJS,NSE,Producer manufacturing
SJVN Limited,SJVN,NSE,Utilities
Shri Keshav Cements & Infra Ltd,SKCIL,BSE,Non-energy minerals
SKF India Limited,SKFINDIA,NSE,Producer manufacturing
Shree Krishna Infrastructure Ltd.,SKIFL,BSE,Consumer durables
SKIL Infrastructure Limited,SKIL,NSE,Industrial services
Skyline Ventures India Ltd,SKILVEN,BSE,Utilities
Skipper Ltd,SKIPPER,NSE,Producer manufacturing
Super Fine Knitters Ltd.,SKL,BSE,Process industries
SKM Egg Products Export (India) Ltd.,SKMEGGPROD,NSE,Process industries
SKP Bearing Industries Ltd.,SKP,NSE,Producer manufacturing
Shree Krishna Paper Mills & Industries Ltd,SKPMIL,BSE,Process industries
SKP Securities Ltd.,SKPSEC,BSE,Finance
Shukra Bullions Ltd.,SKRABUL,BSE,Consumer durables
Sky Gold and Diamonds Limited,SKYGOLD,NSE,Consumer durables
Sky Industries Limited,SKYIND,BSE,Process industries
Skyline Millars Limited,SKYLMILAR,BSE,Finance
Slone Infosystems Limited,SLONE,NSE,Distribution services
Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,SLSTLQ,BSE,Process industries
Smarten Power Systems Limited,SMARTEN,NSE,Producer manufacturing
Smart Finsec Ltd.,SMARTFIN,BSE,Finance
Smartlink Holdings Limited,SMARTLINK,NSE,Electronic technology
Smartworks Coworking Spaces Limited,SMARTWORKS,NSE,Finance
SM Auto Stamping Ltd.,SMAUTO,BSE,Producer manufacturing
SMC Global Securities Ltd. (India),SMCGLOBAL,NSE,Finance
Sungold Media & Entertainment Ltd.,SMEL,BSE,Commercial services
Smiths & Founders (India) Limited,SMFIL,BSE,Producer manufacturing
S. M. Gold Ltd.,SMGOLD,BSE,Consumer durables
Soni Medicare Ltd.,SML,BSE,Health services
SML Isuzu Limited,SMLISUZU,NSE,Consumer durables
Sarthak Metals Ltd,SMLT,NSE,Non-energy minerals
Smruthi Organics Ltd,SMRUTHIORG,BSE,Health technology
SMS Lifesciences India Ltd.,SMSLIFE,NSE,Health technology
SMS Pharmaceuticals Limited,SMSPHARMA,NSE,Health technology
SMT Engineering Limited,SMTEL,BSE,Commercial services
SMVD Poly Pack Limited,SMVD,NSE,Process industries
Snehaa Organics Ltd.,SNEHAA,NSE,Industrial services
Svarnim Trade Udyog Ltd.,SNIM,BSE,Process industries
SNL Bearings Limited,SNL,BSE,Producer manufacturing
Snowman Logistics Ltd,SNOWMAN,NSE,Commercial services
Sobha Limited,SOBHA,NSE,Finance
Sobhagya Mercantile Ltd,SOBME,BSE,Non-energy minerals
Som Datt Finance Corporation Ltd,SODFC,BSE,Finance
Sofcom Systems Ltd.,SOFCOM,BSE,Technology services
Softrack Venture Investment Ltd,SOFTRAKV,BSE,Technology services
Softsol India Limited,SOFTSOL,BSE,Technology services
SoftTech Engineers Ltd.,SOFTTECH,NSE,Technology services
Solara Active Pharma Sciences Ltd.,SOLARA,NSE,Health technology
